4,8752.5,132416,79.2,0.996212121,74.34712298,8516.00424,8356.144939,7911.27121,1
5,8880.2,156035,130.1,0.99923136,79.55243836,8542.981703,8376.696118,7920.912293,-1
1,8792.4,244043,171.6,0.451631702,69.16131475,8561.457133,8392.998231,7929.583812,1
2,8838.4,173987,149.1,0.86787391,71.27806994,8581.971419,8410.464967,7938.626759,1
3,8829,230796,69.2,0.270231214,70.21741451,8600.269833,8426.878105,7947.486195,-1
4,8933.7,340656,293.1,0.923234391,74.72825201,8624.968363,8446.753474,7957.299267,1
5,8993.4,215615,89.5,0.848044693,76.87865662,8652.259596,8468.190592,7967.608727,-1
1,8965,190179,88.3,0.148357871,73.66730136,8675.425552,8487.673314,7977.533019,1
2,9077,157397,111.9,0.957998213,77.63497793,8705.171807,8510.784165,7988.472989,1
3,9050.3,230931,79.3,0.359394704,74.74367713,8730.736858,8531.941648,7999.038431,1
4,9048.3,216011,72.2,0.519390582,74.51979938,8754.260054,8552.190995,8009.478845,1
5,9126.1,164676,76.1,0.975032852,77.36057048,8781.803754,8574.697231,8020.589503,1
2,9165.1,51584,24.7,0.627530364,78.65824235,8836.128595,8619.899443,8043.20129,1
3,9162.7,205722,84.4,0.681279621,78.34101328,8860.31907,8641.185739,8054.340581,1
4,9179.3,192687,79.5,0.179874214,78.97268875,8883.947287,8662.288259,8065.534207,1
5,9243.3,229339,102.7,0.990262902,81.24388816,8910.566006,8685.073034,8077.253269,-1
1,9134.3,228926,176.8,0.182692308,67.81013566,8927.138895,8702.689777,8087.771147,-1
2,8955.5,278653,141.7,0.247706422,52.48054169,8929.239717,8712.603904,8096.405265,1
3,9115.2,263910,182,0.916483516,60.96802046,8943.014553,8728.391986,8106.542526,-1
4,9097.6,228819,86.3,0.373117034,59.70243437,8954.465327,8742.870732,8116.403795,1
5,9229.4,414130,236.2,0.988992379,65.48117304,8974.830858,8761.950311,8127.478384,-1
1,9006.5,413450,280.3,0.164823403,51.92071771,8977.176721,8771.540495,8136.224868,1
2,9100.5,390525,173.3,0.709751875,56.05386581,8986.311778,8784.440867,8145.819645,1
3,9355.1,304842,294.8,0.971166893,64.86413001,9013.629424,8806.819657,8157.852285,1
4,9383,369444,144.5,0.488581315,65.67620118,9040.990208,8829.414964,8170.04281,-1
5,9454.6,317597,100.1,0.991008991,67.7370269,9071.62797,8853.932025,8182.824473,1
1,9392.3,301563,84.8,0.202830189,64.12907607,9095.381454,8875.044494,8194.859056,1
2,9517.7,283834,200.5,0.975062344,67.84201251,9126.664309,8900.246671,8208.021652,1
3,9524.1,275857,107.7,0.287836583,68.02392696,9156.10399,8924.711507,8221.116959,1
4,9615.8,240853,103.6,0.96042471,70.59096963,9190.155546,8951.813017,8234.994402,1
5,9616.5,315172,133.9,0.852128454,70.61036578,9221.736617,8977.879173,8248.740727,-1
2,9662.1,98749,50.1,0.620758483,71.98257419,9282.179404,9029.183889,8276.385508,1
3,9637.3,241909,121.9,0.897456932,70.03413728,9308.484633,9053.031579,8289.926946,1
4,9724.2,216137,105.3,0.85660019,72.81129344,9339.278364,9079.35191,8304.19832,-1
5,9612.2,342330,245.3,0.421524664,64.51274783,9359.494782,9100.247913,8317.213262,-1
1,9448,380252,212.1,0.205563413,54.67430582,9366.050724,9113.88525,8328.464871,-1
2,9094.9,495951,321.9,0.18297608,40.40445845,9345.965485,9113.14073,8336.091091,-1
3,8865.1,482220,413.8,0.151522475,34.15639942,9310.345819,9103.413643,8341.354862,-1
4,8811.1,574929,327.6,0.332417582,32.87009087,9273.364648,9091.950363,8346.028943,-1
5,8333.7,616160,537.6,0.002232143,24.19502932,9203.759859,9062.215054,8345.906267,-1
1,8552.1,699034,446.9,0.964421571,32.91743395,9155.488758,9042.210542,8347.957945,-1
2,8811.6,700510,631.8,0.895536562,41.5266902,9130.015517,9033.166992,8352.571299,-1
3,8560.6,614553,483.6,0.101323408,36.62988761,9087.83659,9014.634953,8354.641237,-1
4,8888.2,510142,441.2,0.860834089,45.63981087,9073.048694,9009.676719,8359.950279,-1
5,8673.5,499755,288.5,0.216637782,41.4776088,9043.452495,8996.493319,8363.070177,-1
1,11101.8,467237,332.4,0.428399519,39.00633578,11502.99092,11399.90905,10250.81564,-1
2,11081.2,392593,269.2,0.466939079,38.56910579,11471.74715,11387.41065,10259.07817,1
3,11257.2,351439,281.8,0.64158978,44.31242822,11455.85477,11382.30435,10269.00973,-1
4,11823.7,573782,610.5,0.952989353,57.94234832,11483.10256,11399.61399,10284.47928,-1
